model,seed,epoch,lr,training_mse,optimizer_steps,selection_rmse,log_scope,frozen_fit_mse
FIXED_PRODUCT,20260916,10,0.0008868298366769955,0.8600363902137165,370,0.08259204125111123,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,11,0.0008617259590793198,0.856048858747717,407,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,12,0.0008346004190179199,0.8523799484055106,444,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,13,0.0008056291360290202,0.8493970950228993,481,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,14,0.0007750000000000001,0.8456528331034749,518,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,15,0.0007429116526313744,0.8436369087595088,555,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,16,0.0007095721991691411,0.8414394755130354,592,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,17,0.0006751978587624037,0.8389678025688735,629,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,18,0.00064001156219922,0.8369851730525664,666,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,19,0.0006042415061148954,0.8350162816702291,703,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,20,0.0005681196730492369,0.8332412061854142,740,0.08259390013026191,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,21,0.0005318803269507632,0.8317282759219223,777,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,22,0.0004957584938851046,0.8305391707257491,814,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,23,0.00045998843780078015,0.8290517110639375,851,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,24,0.0004248021412375964,0.8281798085183648,888,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,25,0.00039042780083085903,0.8269342744955162,925,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,26,0.00035708834736862554,0.8261515765287519,962,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,27,0.0003249999999999999,0.8250478741030148,999,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,28,0.00029437086397097995,0.8241518632894222,1036,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,29,0.0002653995809820803,0.8234788666173838,1073,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,30,0.00023827404092068027,0.8228104563815578,1110,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,31,0.0002131701633230046,0.8223048549119141,1147,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,32,0.00019025075646842457,0.8218719008374848,1184,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,33,0.00016966446150529243,0.8214261190292126,1221,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,34,0.00015154478845605558,0.8209229013781322,1258,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,35,0.00013600925035352912,0.8207142923829465,1295,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,36,0.00012315860112378454,0.8204377706689929,1332,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,37,0.0001130761821582766,0.8199424403060647,1369,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,38,0.00010582738181293922,0.8197500434497403,1406,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,39,0.00010145921133960553,0.8194528291865287,1443,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260916,40,0.0001,0.8192801713604195,1480,0.08236473440138348,during-traversal weighted batch means; frozen_fit_mse only at0/40,0.8187704952866862
FIXED_PRODUCT,20260917,0,0.0,1.0000000002489875,0,0.08347688126069083,epoch0 fixed parameters,1.0000000002489875
FIXED_PRODUCT,20260917,1,0.001,0.9674692495472363,37,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,2,0.0009985407886603944,0.9193618179612996,74,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,3,0.0009941726181870608,0.903687983362315,111,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,4,0.0009869238178417234,0.8940350847341658,148,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,5,0.0009768413988762155,0.8856258725130077,185,0.08246547593134718,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,6,0.000963990749646471,0.878111981701336,222,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,7,0.0009484552115439444,0.8719230453963658,259,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,8,0.0009303355384947077,0.8669199643449609,296,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,9,0.0009097492435315756,0.8621477582549283,333,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,10,0.0008868298366769955,0.8574501567347533,370,0.08229334151395981,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,11,0.0008617259590793198,0.8538773842770391,407,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,12,0.0008346004190179199,0.8506220806573037,444,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,13,0.0008056291360290202,0.8478595907313329,481,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,14,0.0007750000000000001,0.8444528144523165,518,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,15,0.0007429116526313744,0.8420979290301529,555,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,16,0.0007095721991691411,0.8402671216413561,592,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,17,0.0006751978587624037,0.8376971159774854,629,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,18,0.00064001156219922,0.8357845082607138,666,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,19,0.0006042415061148954,0.8344154203758355,703,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,20,0.0005681196730492369,0.8324326188636548,740,0.08202016073931483,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,21,0.0005318803269507632,0.8310318731750732,777,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,22,0.0004957584938851046,0.8296786686545059,814,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,23,0.00045998843780078015,0.8285668178680812,851,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,24,0.0004248021412375964,0.8275312648888471,888,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,25,0.00039042780083085903,0.8265453525366305,925,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,26,0.00035708834736862554,0.8254888483676882,962,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,27,0.0003249999999999999,0.8247607688290698,999,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,28,0.00029437086397097995,0.8239468637579314,1036,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,29,0.0002653995809820803,0.8232665856343986,1073,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,30,0.00023827404092068027,0.8227399785906231,1110,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,31,0.0002131701633230046,0.8222148934764597,1147,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,32,0.00019025075646842457,0.8217002129175546,1184,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,33,0.00016966446150529243,0.8212805168161276,1221,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,34,0.00015154478845605558,0.8208737381303328,1258,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,35,0.00013600925035352912,0.8205154822301011,1295,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,36,0.00012315860112378454,0.8202593338902664,1332,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,37,0.0001130761821582766,0.8200739485639115,1369,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,38,0.00010582738181293922,0.8197335522717294,1406,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,39,0.00010145921133960553,0.8195434036219756,1443,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_PRODUCT,20260917,40,0.0001,0.8192801399109613,1480,0.08197358348573916,during-traversal weighted batch means; frozen_fit_mse only at0/40,0.8187860715360465
FIXED_SEPARABLE,20260915,0,0.0,1.0000000002489875,0,0.08347688126069083,epoch0 fixed parameters,1.0000000002489875
FIXED_SEPARABLE,20260915,1,0.001,0.9668309356175174,37,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,2,0.0009985407886603944,0.9263611067193608,74,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,3,0.0009941726181870608,0.9149361821899816,111,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,4,0.0009869238178417234,0.9079345745567738,148,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,5,0.0009768413988762155,0.9018029621696025,185,0.0820163370902641,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,6,0.000963990749646471,0.8958272630318552,222,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,7,0.0009484552115439444,0.8898920186532316,259,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,8,0.0009303355384947077,0.884807909602758,296,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,9,0.0009097492435315756,0.8795220054487237,333,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,10,0.0008868298366769955,0.8748810758615446,370,0.08185214114831246,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,11,0.0008617259590793198,0.8703989668856827,407,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,12,0.0008346004190179199,0.8675965152975504,444,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,13,0.0008056291360290202,0.8630857215948726,481,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,14,0.0007750000000000001,0.8597793060312634,518,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,15,0.0007429116526313744,0.8570545729220901,555,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,16,0.0007095721991691411,0.8542963743018241,592,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,17,0.0006751978587624037,0.8518479720348292,629,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,18,0.00064001156219922,0.8498051155437761,666,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,19,0.0006042415061148954,0.8475703356267219,703,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,20,0.0005681196730492369,0.8459154064787426,740,0.08169877367733407,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,21,0.0005318803269507632,0.8441228402592958,777,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,22,0.0004957584938851046,0.8425077808484068,814,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,23,0.00045998843780078015,0.8411698630780965,851,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,24,0.0004248021412375964,0.8398091912357407,888,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,25,0.00039042780083085903,0.8388038558758784,925,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,26,0.00035708834736862554,0.8381966509640207,962,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,27,0.0003249999999999999,0.8365101225364554,999,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,28,0.00029437086397097995,0.8355136505132063,1036,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,29,0.0002653995809820803,0.8347796486175662,1073,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,30,0.00023827404092068027,0.8342304504127254,1110,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,31,0.0002131701633230046,0.8335031498234894,1147,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,32,0.00019025075646842457,0.8330697593065476,1184,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,33,0.00016966446150529243,0.8325451813669394,1221,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,34,0.00015154478845605558,0.8321458292023413,1258,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,35,0.00013600925035352912,0.8319354331463441,1295,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,36,0.00012315860112378454,0.8315909985336011,1332,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,37,0.0001130761821582766,0.8312263546775538,1369,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,38,0.00010582738181293922,0.8308755209500638,1406,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,39,0.00010145921133960553,0.8306256949891602,1443,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260915,40,0.0001,0.830476710136943,1480,0.08167884386487251,during-traversal weighted batch means; frozen_fit_mse only at0/40,0.8299226801890837
FIXED_SEPARABLE,20260916,0,0.0,1.0000000002489875,0,0.08347688126069083,epoch0 fixed parameters,1.0000000002489875
FIXED_SEPARABLE,20260916,1,0.001,0.9623974689606265,37,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,2,0.0009985407886603944,0.9211217622926202,74,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,3,0.0009941726181870608,0.9108308614954844,111,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,4,0.0009869238178417234,0.9044159051542923,148,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,5,0.0009768413988762155,0.8990273062659532,185,0.08220765313230782,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,6,0.000963990749646471,0.8937068286541616,222,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,7,0.0009484552115439444,0.8889844503347626,259,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,8,0.0009303355384947077,0.8843215205217154,296,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,9,0.0009097492435315756,0.8802747527666474,333,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,10,0.0008868298366769955,0.8763873937148735,370,0.082247414898376,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,11,0.0008617259590793198,0.8726362094942218,407,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,12,0.0008346004190179199,0.8690658129748439,444,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,13,0.0008056291360290202,0.866171272365807,481,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,14,0.0007750000000000001,0.8624558426670028,518,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,15,0.0007429116526313744,0.8603079588601243,555,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,16,0.0007095721991691411,0.8578940906246044,592,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,17,0.0006751978587624037,0.8555153137751805,629,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,18,0.00064001156219922,0.8533289511431686,666,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,19,0.0006042415061148954,0.8512333442177702,703,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,20,0.0005681196730492369,0.8493236065896815,740,0.08199622361639122,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,21,0.0005318803269507632,0.8480833595660829,777,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,22,0.0004957584938851046,0.8462870298037871,814,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,23,0.00045998843780078015,0.8448592573930206,851,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,24,0.0004248021412375964,0.8437558314945157,888,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,25,0.00039042780083085903,0.8425384609874481,925,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,26,0.00035708834736862554,0.8415230440175375,962,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,27,0.0003249999999999999,0.8409511884328968,999,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,28,0.00029437086397097995,0.8397069022002062,1036,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,29,0.0002653995809820803,0.8389831028043695,1073,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,30,0.00023827404092068027,0.8382014172859135,1110,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,31,0.0002131701633230046,0.8375999970462441,1147,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,32,0.00019025075646842457,0.8372200268156741,1184,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,33,0.00016966446150529243,0.8368893076989113,1221,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,34,0.00015154478845605558,0.8361653825802837,1258,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,35,0.00013600925035352912,0.8358641219087208,1295,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
FIXED_SEPARABLE,20260916,36,0.00012315860112378454,0.8356077752878932,1332,,during-traversal weighted batch means; frozen_fit_mse only at0/40,
