dataset,series,K,L,scope,origin_start,N,phase,ambiguous_labels,previous_status,geometry_status,essential_cover_count
beijing,Aotizhongxin,24,3,origin_week,13128,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,13296,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,13464,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,13632,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,13800,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,13968,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,14136,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,14304,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,14472,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,14640,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,14808,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,14976,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,15144,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,15312,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,15480,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,15648,168,AP1,103,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,101
beijing,Aotizhongxin,24,3,origin_week,15816,168,AP1,168,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,166
beijing,Aotizhongxin,24,3,origin_week,15984,168,AP1,111,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,109
beijing,Aotizhongxin,24,3,origin_week,16152,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,16320,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,16488,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,16656,168,AP1,23,HIGHER_STRUCTURE,PAIRWISE_INSUFFICIENT,21
beijing,Aotizhongxin,24,3,origin_week,16824,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,16992,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,17160,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,17328,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,24,3,origin_week,17496,1,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,annual,8760,8689,AP1,353,HIGHER_STRUCTURE,PAIRWISE_INSUFFICIENT,351
beijing,Aotizhongxin,72,3,origin_week,8760,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,8928,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,9096,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,9264,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,9432,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,9600,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,9768,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,9936,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,10104,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,10272,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,10440,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,10608,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,10776,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,10944,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,11112,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,11280,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,11448,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,11616,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,11784,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,11952,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,12120,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,12288,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,12456,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,12624,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,12792,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,12960,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,13128,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,13296,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,13464,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,13632,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,13800,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,13968,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,14136,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,14304,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,14472,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,14640,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,14808,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,14976,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,15144,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,15312,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,15480,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,15648,168,AP1,115,HIGHER_STRUCTURE,PAIRWISE_INSUFFICIENT,113
beijing,Aotizhongxin,72,3,origin_week,15816,168,AP1,168,HIGHER_STRUCTURE,PAIRWISE_INSUFFICIENT,166
beijing,Aotizhongxin,72,3,origin_week,15984,168,AP1,70,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,68
beijing,Aotizhongxin,72,3,origin_week,16152,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,16320,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,16488,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,16656,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,16824,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,16992,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,17160,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Aotizhongxin,72,3,origin_week,17328,121,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,annual,8760,8737,AP1,187,HIGHER_STRUCTURE,PAIRWISE_INSUFFICIENT,135
beijing,Changping,24,3,origin_week,8760,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,8928,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,9096,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,9264,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,9432,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,9600,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,9768,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,9936,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,10104,168,AP1,45,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,43
beijing,Changping,24,3,origin_week,10272,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,10440,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,10608,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,10776,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,10944,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,11112,168,AP1,3,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,11280,168,AP1,20,UNRESOLVED_BUDGET,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,11448,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,11616,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,11784,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,11952,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,12120,168,AP1,30,HIGHER_STRUCTURE,PAIRWISE_INSUFFICIENT,28
beijing,Changping,24,3,origin_week,12288,168,AP1,64,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,62
beijing,Changping,24,3,origin_week,12456,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,12624,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,12792,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,12960,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,13128,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,13296,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,13464,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,13632,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,13800,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,13968,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,14136,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,14304,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,14472,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,14640,168,AP1,8,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,14808,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,14976,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,15144,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,15312,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,15480,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,15648,168,AP1,7,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,15816,168,AP1,3,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,15984,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,16152,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,16320,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,16488,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,16656,168,AP1,7,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,16824,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,16992,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,17160,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,17328,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,24,3,origin_week,17496,1,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,annual,8760,8689,AP1,129,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,92
beijing,Changping,72,3,origin_week,8760,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,8928,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,9096,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,9264,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,9432,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,9600,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,9768,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,9936,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,10104,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,10272,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,10440,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,10608,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,10776,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,10944,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,11112,168,AP1,11,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,11280,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,11448,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,11616,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,11784,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,11952,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,12120,168,AP1,78,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,76
beijing,Changping,72,3,origin_week,12288,168,AP1,16,UNRESOLVED_BUDGET,PAIRWISE_INSUFFICIENT,14
beijing,Changping,72,3,origin_week,12456,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,12624,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,12792,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,12960,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,13128,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,13296,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,13464,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,13632,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,13800,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,13968,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,14136,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,14304,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,14472,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,14640,168,AP1,8,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,14808,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,14976,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,15144,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,15312,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,15480,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,15648,168,AP1,7,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,15816,168,AP1,3,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,15984,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,16152,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,16320,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,16488,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,16656,168,AP1,6,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,16824,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,16992,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,17160,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Changping,72,3,origin_week,17328,121,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,annual,8760,8737,AP1,212,HIGHER_STRUCTURE,PAIRWISE_INSUFFICIENT,85
beijing,Dingling,24,3,origin_week,8760,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,8928,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,9096,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,9264,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,9432,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,9600,168,AP1,1,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,9768,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,9936,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,10104,168,AP1,18,HIGHER_STRUCTURE,PAIRWISE_INSUFFICIENT,16
beijing,Dingling,24,3,origin_week,10272,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,10440,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,10608,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
beijing,Dingling,24,3,origin_week,10776,168,AP1,0,STRUCTURALLY_EXACT,PAIRWISE_EXACT,0
