phase,dataset,series,K,L,scope,origin_start,N,component,first_origin,last_origin,labels,unknowns,status,patterns,closure_operation,pattern_a,pattern_b,unreachable_pattern,assignment_a,assignment_b
AP2,beijing,Aotizhongxin,24,3,origin_week,21048,168,0,151,167,17,36,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Aotizhongxin,24,3,origin_week,21216,168,0,0,38,39,40,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Aotizhongxin,24,3,origin_week,21216,168,1,83,85,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Aotizhongxin,24,3,origin_week,23736,168,0,145,145,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Aotizhongxin,24,3,origin_week,24072,168,0,70,74,5,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Aotizhongxin,24,3,origin_week,24408,168,0,92,94,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Aotizhongxin,24,3,origin_week,25416,168,0,38,48,11,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,0,846,848,3,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,1,2445,2475,31,20,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,2,2892,2893,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,3,3679,3702,24,54,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,4,6622,6623,2,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,5,6932,6934,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,6,7886,7896,11,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,18360,168,0,6,8,3,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,19872,168,0,93,123,31,20,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,20376,168,0,36,37,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,21048,168,0,151,167,17,54,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,21216,168,0,0,6,7,40,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,24072,168,0,70,71,2,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,24408,168,0,44,46,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,25248,168,0,158,167,10,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Aotizhongxin,72,3,origin_week,25416,168,0,0,0,1,3,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,0,26,36,11,5,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,1,753,753,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,2,1168,1174,7,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,3,1270,1283,14,3,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,4,1382,1382,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,5,1955,1958,4,2,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,6,2270,2317,48,29,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,7,2369,2390,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,8,2531,2536,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,9,3760,3784,25,4,HIGHER_STRUCTURE,6.0,AND,0x3fffff,0x1fffff8,0x3ffff8,1110,0001
AP2,beijing,Changping,24,3,annual,17520,8761,10,4845,4861,17,6,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,11,5173,5358,186,167,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,12,5862,5885,24,5,HIGHER_STRUCTURE,7.0,AND,0x3fffff,0x7ffffe,0x3ffffe,11100,01110
AP2,beijing,Changping,24,3,annual,17520,8761,13,6622,6626,5,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,14,7007,7020,14,6,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,24,3,annual,17520,8761,15,7414,7414,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,24,3,origin_week,17520,168,0,26,36,11,5,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,18192,168,0,81,81,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,24,3,origin_week,18528,168,0,160,166,7,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,18696,168,0,94,107,14,3,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,18864,168,0,38,38,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,24,3,origin_week,19368,168,0,107,110,4,2,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,19704,168,0,86,133,48,29,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,24,3,origin_week,19872,168,0,17,38,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,20040,168,0,11,16,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,21216,168,0,64,88,25,4,HIGHER_STRUCTURE,6.0,AND,0x3fffff,0x1fffff8,0x3ffff8,1110,0001
AP2,beijing,Changping,24,3,origin_week,22224,168,0,141,157,17,6,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,22560,168,0,133,167,35,37,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,24,3,origin_week,22728,168,0,0,150,151,153,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,24,3,origin_week,23232,168,0,150,167,18,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,23400,168,0,0,5,6,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,24072,168,0,70,74,5,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,24408,168,0,119,132,14,6,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,24,3,origin_week,24912,168,0,22,22,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,0,26,36,11,5,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,1,753,753,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,2,1270,1283,14,3,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,3,1907,1910,4,2,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,4,2232,2351,117,31,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,5,2483,2488,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,6,3725,3742,18,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,7,5125,5358,234,167,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,8,5814,5865,52,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,9,6622,6626,5,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,72,3,annual,17520,8713,10,7414,7414,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,72,3,origin_week,17520,168,0,26,36,11,5,EXACT_CLOSED,6.0,,,,,,
AP2,beijing,Changping,72,3,origin_week,18192,168,0,81,81,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Changping,72,3,origin_week,18696,168,0,94,107,14,3,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Changping,72,3,origin_week,19368,168,0,59,62,4,2,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Changping,72,3,origin_week,19704,168,0,48,167,117,31,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,72,3,origin_week,19872,168,0,131,136,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Changping,72,3,origin_week,21216,168,0,29,46,18,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,72,3,origin_week,22560,168,0,85,167,83,85,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,72,3,origin_week,22728,168,0,0,150,151,153,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Changping,72,3,origin_week,23232,168,0,102,153,52,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Changping,72,3,origin_week,24072,168,0,70,74,5,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Changping,72,3,origin_week,24912,168,0,22,22,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,0,753,753,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,1,1001,1020,20,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,2,1378,1383,6,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,3,1718,1742,25,6,HIGHER_STRUCTURE,11.0,AND,0x3fffff,0x7ffffe,0x3ffffe,111000,011100
AP2,beijing,Dingling,24,3,annual,17520,8761,4,2581,2584,4,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,5,3760,3762,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,6,4653,4674,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,7,5862,5885,24,5,HIGHER_STRUCTURE,7.0,AND,0x3fffff,0x7ffffe,0x3ffffe,11100,01110
AP2,beijing,Dingling,24,3,annual,17520,8761,8,6622,6637,16,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,9,7310,7319,10,3,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,10,7486,7510,25,7,HIGHER_STRUCTURE,11.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110000,0111000
AP2,beijing,Dingling,24,3,annual,17520,8761,11,7630,7654,25,6,HIGHER_STRUCTURE,11.0,AND,0x3fffff,0x7ffffe,0x3ffffe,111000,011100
AP2,beijing,Dingling,24,3,annual,17520,8761,12,7842,7847,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Dingling,24,3,annual,17520,8761,13,8370,8379,10,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,18192,168,0,81,81,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dingling,24,3,origin_week,18360,168,0,161,167,7,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,18528,168,0,0,12,13,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,18864,168,0,34,39,6,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,19200,168,0,38,62,25,6,HIGHER_STRUCTURE,11.0,AND,0x3fffff,0x7ffffe,0x3ffffe,111000,011100
AP2,beijing,Dingling,24,3,origin_week,20040,168,0,61,64,4,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,21216,168,0,64,66,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,22056,168,0,117,138,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,23232,168,0,150,167,18,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,23400,168,0,0,5,6,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,24072,168,0,70,85,16,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Dingling,24,3,origin_week,24744,168,0,86,95,10,3,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,24912,168,0,94,118,25,7,HIGHER_STRUCTURE,11.0,AND,0x3fffff,0x7ffffe,0x3ffffe,1110000,0111000
AP2,beijing,Dingling,24,3,origin_week,25080,168,0,70,94,25,6,HIGHER_STRUCTURE,11.0,AND,0x3fffff,0x7ffffe,0x3ffffe,111000,011100
AP2,beijing,Dingling,24,3,origin_week,25248,168,0,114,119,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Dingling,24,3,origin_week,25752,168,0,138,147,10,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,0,753,753,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,1,1001,1020,20,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,2,1670,1742,73,6,HIGHER_STRUCTURE,11.0,AND,0x3fffffffffffffffff,0x7ffffffffffffffffe,0x3ffffffffffffffffe,111000,011100
AP2,beijing,Dingling,72,3,annual,17520,8713,3,2581,2584,4,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,4,4605,4671,67,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,5,5814,5865,52,6,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,6,6622,6637,16,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,7,7438,7510,73,7,HIGHER_STRUCTURE,11.0,AND,0x3fffffffffffffffff,0x7ffffffffffffffffe,0x3ffffffffffffffffe,1110000,0111000
AP2,beijing,Dingling,72,3,annual,17520,8713,8,7582,7620,39,6,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,9,7842,7847,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Dingling,72,3,annual,17520,8713,10,8370,8379,10,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,18192,168,0,81,81,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dingling,72,3,origin_week,18360,168,0,161,167,7,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,18528,168,0,0,12,13,5,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,19032,168,0,158,167,10,6,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,19200,168,0,0,62,63,6,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,20040,168,0,61,64,4,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,22056,168,0,69,135,67,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,23232,168,0,102,153,52,6,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,24072,168,0,70,85,16,17,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Dingling,72,3,origin_week,24912,168,0,46,118,73,7,HIGHER_STRUCTURE,11.0,AND,0x3fffffffffffffffff,0x7ffffffffffffffffe,0x3ffffffffffffffffe,1110000,0111000
AP2,beijing,Dingling,72,3,origin_week,25080,168,0,22,60,39,6,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,25248,168,0,114,119,6,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Dingling,72,3,origin_week,25752,168,0,138,147,10,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dongsi,24,3,annual,17520,8761,0,734,738,5,6,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Dongsi,24,3,annual,17520,8761,1,1114,1118,5,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dongsi,24,3,annual,17520,8761,2,1895,1912,18,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dongsi,24,3,annual,17520,8761,3,2096,2100,5,22,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Dongsi,24,3,annual,17520,8761,4,3779,3781,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dongsi,24,3,annual,17520,8761,5,6360,6381,22,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dongsi,24,3,annual,17520,8761,6,6623,6626,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dongsi,24,3,origin_week,18192,168,0,62,66,5,6,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Dongsi,24,3,origin_week,18528,168,0,106,110,5,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dongsi,24,3,origin_week,19368,168,0,47,64,18,4,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dongsi,24,3,origin_week,19536,168,0,80,84,5,22,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Dongsi,24,3,origin_week,21216,168,0,83,85,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Dongsi,24,3,origin_week,23736,168,0,144,165,22,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Dongsi,24,3,origin_week,24072,168,0,71,74,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dongsi,72,3,annual,17520,8713,0,734,738,5,6,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Dongsi,72,3,annual,17520,8713,1,1895,1912,18,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dongsi,72,3,annual,17520,8713,2,6356,6381,26,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dongsi,72,3,origin_week,18192,168,0,62,66,5,6,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Dongsi,72,3,origin_week,19368,168,0,47,64,18,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Dongsi,72,3,origin_week,23736,168,0,140,165,26,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,0,33,33,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,1,852,873,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,2,1104,1118,15,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,3,1628,1662,35,16,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,4,3301,3313,13,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,5,3779,3781,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,6,4573,4594,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,7,4834,4839,6,4,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,8,6361,6361,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Guanyuan,24,3,annual,17520,8761,9,6623,6626,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,17520,168,0,33,33,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,18360,168,0,12,33,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,18528,168,0,96,110,15,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,19032,168,0,116,150,35,16,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,20712,168,0,109,121,13,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,21216,168,0,83,85,3,3,EXACT_CLOSED,4.0,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,22056,168,0,37,58,22,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,22224,168,0,130,135,6,4,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,23736,168,0,145,145,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Guanyuan,24,3,origin_week,24072,168,0,71,74,4,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,72,3,annual,17520,8713,0,1580,1662,83,18,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Guanyuan,72,3,annual,17520,8713,1,3253,3265,13,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,72,3,annual,17520,8713,2,4525,4594,70,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,72,3,origin_week,19032,168,0,68,150,83,18,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Guanyuan,72,3,origin_week,20712,168,0,61,73,13,5,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,72,3,origin_week,21888,168,0,157,167,11,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Guanyuan,72,3,origin_week,22056,168,0,0,58,59,2,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,0,1934,1943,10,5,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,1,2590,2602,13,4,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,2,2635,2673,39,20,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,3,4285,4306,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,4,4716,4727,12,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,5,4982,4985,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,6,5562,5563,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,7,5912,5917,6,15,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,8,6361,6361,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,9,6462,6474,13,13,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,10,6622,6626,5,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,11,7419,7419,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Gucheng,24,3,annual,17520,8761,12,7508,7509,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,19368,168,0,86,95,10,5,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,20040,168,0,70,82,13,4,EXACT_CLOSED,3.0,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,20040,168,1,115,153,39,20,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,21720,168,0,85,106,22,3,EXACT_CLOSED,2.0,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,22224,168,0,12,23,12,6,EXACT_CLOSED,7.0,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,22392,168,0,110,113,4,4,EXACT_CLOSED,5.0,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,23064,168,0,18,19,2,2,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,23400,168,0,32,37,6,15,UNRESOLVED_BUDGET,,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,23736,168,0,145,145,1,1,SUFFICIENT_SMALL_COMPONENT,,,,,,,
AP2,beijing,Gucheng,24,3,origin_week,23904,168,0,78,90,13,13,UNRESOLVED_BUDGET,,,,,,,
