phase,dataset,series,K,L,scope,origin_start,N,structure_status,components,unreachable_LP_patterns
AP1,beijing,Aotizhongxin,24,3,origin_week,13128,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,13296,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,13464,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,13632,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,13800,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,13968,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,14136,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,14304,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,14472,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,14640,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,14808,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,14976,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,15144,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,15312,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,15480,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,15648,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Aotizhongxin,24,3,origin_week,15816,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Aotizhongxin,24,3,origin_week,15984,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Aotizhongxin,24,3,origin_week,16152,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,16320,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,16488,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,16656,168,HIGHER_STRUCTURE,1,0
AP1,beijing,Aotizhongxin,24,3,origin_week,16824,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,16992,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,17160,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,17328,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,24,3,origin_week,17496,1,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,annual,8760,8689,HIGHER_STRUCTURE,1,2
AP1,beijing,Aotizhongxin,72,3,origin_week,8760,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,8928,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,9096,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,9264,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,9432,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,9600,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,9768,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,9936,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,10104,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,10272,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,10440,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,10608,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,10776,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,10944,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,11112,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,11280,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,11448,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,11616,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,11784,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,11952,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,12120,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,12288,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,12456,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,12624,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,12792,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,12960,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,13128,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,13296,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,13464,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,13632,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,13800,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,13968,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,14136,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,14304,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,14472,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,14640,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,14808,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,14976,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,15144,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,15312,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,15480,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,15648,168,HIGHER_STRUCTURE,1,2
AP1,beijing,Aotizhongxin,72,3,origin_week,15816,168,HIGHER_STRUCTURE,1,1
AP1,beijing,Aotizhongxin,72,3,origin_week,15984,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Aotizhongxin,72,3,origin_week,16152,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,16320,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,16488,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,16656,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,16824,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,16992,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,17160,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Aotizhongxin,72,3,origin_week,17328,121,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,annual,8760,8737,HIGHER_STRUCTURE,8,2
AP1,beijing,Changping,24,3,origin_week,8760,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,8928,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,9096,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,9264,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,9432,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,9600,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,9768,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,9936,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,10104,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Changping,24,3,origin_week,10272,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,10440,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,10608,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,10776,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,10944,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,11112,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,24,3,origin_week,11280,168,UNRESOLVED_BUDGET,2,0
AP1,beijing,Changping,24,3,origin_week,11448,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,11616,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,11784,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,11952,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,12120,168,HIGHER_STRUCTURE,1,1
AP1,beijing,Changping,24,3,origin_week,12288,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Changping,24,3,origin_week,12456,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,12624,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,12792,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,12960,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,13128,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,13296,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,13464,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,13632,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,13800,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,13968,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,14136,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,14304,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,14472,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,14640,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,24,3,origin_week,14808,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,14976,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,15144,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,15312,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,15480,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,15648,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,24,3,origin_week,15816,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,24,3,origin_week,15984,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,16152,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,16320,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,16488,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,16656,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,24,3,origin_week,16824,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,16992,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,17160,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,17328,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,24,3,origin_week,17496,1,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,annual,8760,8689,UNRESOLVED_BUDGET,6,0
AP1,beijing,Changping,72,3,origin_week,8760,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,8928,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,9096,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,9264,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,9432,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,9600,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,9768,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,9936,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,10104,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,10272,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,10440,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,10608,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,10776,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,10944,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,11112,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,72,3,origin_week,11280,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,11448,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,11616,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,11784,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,11952,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,12120,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Changping,72,3,origin_week,12288,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Changping,72,3,origin_week,12456,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,12624,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,12792,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,12960,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,13128,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,13296,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,13464,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,13632,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,13800,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,13968,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,14136,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,14304,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,14472,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,14640,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,72,3,origin_week,14808,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,14976,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,15144,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,15312,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,15480,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,15648,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,72,3,origin_week,15816,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,72,3,origin_week,15984,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,16152,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,16320,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,16488,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,16656,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Changping,72,3,origin_week,16824,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,16992,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,17160,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Changping,72,3,origin_week,17328,121,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,annual,8760,8737,HIGHER_STRUCTURE,12,2
AP1,beijing,Dingling,24,3,origin_week,8760,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,8928,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,9096,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,9264,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,9432,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,9600,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Dingling,24,3,origin_week,9768,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,9936,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,10104,168,HIGHER_STRUCTURE,1,2
AP1,beijing,Dingling,24,3,origin_week,10272,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,10440,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,10608,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,10776,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,10944,168,UNRESOLVED_BUDGET,2,0
AP1,beijing,Dingling,24,3,origin_week,11112,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Dingling,24,3,origin_week,11280,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,11448,168,HIGHER_STRUCTURE,2,0
AP1,beijing,Dingling,24,3,origin_week,11616,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,11784,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,11952,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,12120,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,12288,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,12456,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,12624,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Dingling,24,3,origin_week,12792,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,12960,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,13128,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,13296,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,13464,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Dingling,24,3,origin_week,13632,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,13800,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,13968,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,14136,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Dingling,24,3,origin_week,14304,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,14472,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,14640,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,14808,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,14976,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,15144,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,15312,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,15480,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,15648,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Dingling,24,3,origin_week,15816,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,15984,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Dingling,24,3,origin_week,16152,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,16320,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,16488,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,16656,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,16824,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,16992,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,17160,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,17328,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,24,3,origin_week,17496,1,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,annual,8760,8689,UNRESOLVED_BUDGET,9,0
AP1,beijing,Dingling,72,3,origin_week,8760,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,8928,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,9096,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,9264,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,9432,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,9600,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,9768,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,9936,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,10104,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,10272,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,10440,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,10608,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,10776,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,10944,168,UNRESOLVED_BUDGET,2,0
AP1,beijing,Dingling,72,3,origin_week,11112,168,UNRESOLVED_BUDGET,1,0
AP1,beijing,Dingling,72,3,origin_week,11280,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,11448,168,STRUCTURALLY_EXACT,2,0
AP1,beijing,Dingling,72,3,origin_week,11616,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,11784,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,11952,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,12120,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,12288,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,12456,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,12624,168,STRUCTURALLY_EXACT,1,0
AP1,beijing,Dingling,72,3,origin_week,12792,168,STRUCTURALLY_EXACT,0,0
AP1,beijing,Dingling,72,3,origin_week,12960,168,STRUCTURALLY_EXACT,0,0
