phase,dataset,series,K,L,scope,origin_start,N,structure_status,components,unreachable_LP_patterns
AP2,beijing,Aotizhongxin,24,3,origin_week,22560,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,22728,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,22896,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,23064,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,23232,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,23400,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,23568,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,23736,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,24,3,origin_week,23904,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,24072,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,24,3,origin_week,24240,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,24408,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,24,3,origin_week,24576,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,24744,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,24912,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,25080,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,25248,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,25416,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,24,3,origin_week,25584,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,25752,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,25920,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,26088,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,24,3,origin_week,26256,25,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,UNRESOLVED_BUDGET,7,0
AP2,beijing,Aotizhongxin,72,3,origin_week,17520,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,17688,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,17856,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,18024,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,18192,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,18360,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,18528,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,18696,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,18864,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,19032,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,19200,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,19368,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,19536,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,19704,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,19872,168,UNRESOLVED_BUDGET,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,20040,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,20208,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,20376,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,20544,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,20712,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,20880,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,21048,168,UNRESOLVED_BUDGET,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,21216,168,UNRESOLVED_BUDGET,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,21384,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,21552,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,21720,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,21888,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,22056,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,22224,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,22392,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,22560,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,22728,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,22896,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,23064,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,23232,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,23400,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,23568,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,23736,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,23904,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,24072,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,24240,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,24408,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,24576,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,24744,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,24912,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,25080,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,25248,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,25416,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Aotizhongxin,72,3,origin_week,25584,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,25752,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,25920,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Aotizhongxin,72,3,origin_week,26088,145,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,annual,17520,8761,HIGHER_STRUCTURE,16,4
AP2,beijing,Changping,24,3,origin_week,17520,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,17688,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,17856,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,18024,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,18192,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,18360,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,18528,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,18696,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,18864,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,19032,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,19200,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,19368,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,19536,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,19704,168,HIGHER_STRUCTURE,1,1
AP2,beijing,Changping,24,3,origin_week,19872,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,20040,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,20208,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,20376,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,20544,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,20712,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,20880,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,21048,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,21216,168,HIGHER_STRUCTURE,1,0
AP2,beijing,Changping,24,3,origin_week,21384,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,21552,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,21720,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,21888,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,22056,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,22224,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,22392,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,22560,168,HIGHER_STRUCTURE,1,3
AP2,beijing,Changping,24,3,origin_week,22728,168,HIGHER_STRUCTURE,1,2
AP2,beijing,Changping,24,3,origin_week,22896,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,23064,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,23232,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,23400,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,23568,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,23736,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,23904,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,24072,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,24240,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,24408,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,24576,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,24744,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,24912,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,24,3,origin_week,25080,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,25248,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,25416,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,25584,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,25752,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,25920,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,26088,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,24,3,origin_week,26256,25,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,annual,17520,8713,HIGHER_STRUCTURE,11,3
AP2,beijing,Changping,72,3,origin_week,17520,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,17688,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,17856,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,18024,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,18192,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,18360,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,18528,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,18696,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,18864,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,19032,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,19200,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,19368,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,19536,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,19704,168,HIGHER_STRUCTURE,1,2
AP2,beijing,Changping,72,3,origin_week,19872,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,20040,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,20208,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,20376,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,20544,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,20712,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,20880,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,21048,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,21216,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,21384,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,21552,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,21720,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,21888,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,22056,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,22224,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,22392,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,22560,168,HIGHER_STRUCTURE,1,3
AP2,beijing,Changping,72,3,origin_week,22728,168,HIGHER_STRUCTURE,1,2
AP2,beijing,Changping,72,3,origin_week,22896,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,23064,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,23232,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,23400,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,23568,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,23736,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,23904,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,24072,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,24240,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,24408,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,24576,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,24744,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,24912,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Changping,72,3,origin_week,25080,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,25248,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,25416,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,25584,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,25752,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,25920,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Changping,72,3,origin_week,26088,145,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,annual,17520,8761,HIGHER_STRUCTURE,14,0
AP2,beijing,Dingling,24,3,origin_week,17520,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,17688,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,17856,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,18024,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,18192,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,18360,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,18528,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,18696,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,18864,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,19032,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,19200,168,HIGHER_STRUCTURE,1,0
AP2,beijing,Dingling,24,3,origin_week,19368,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,19536,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,19704,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,19872,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,20040,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,20208,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,20376,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,20544,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,20712,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,20880,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,21048,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,21216,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,21384,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,21552,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,21720,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,21888,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,22056,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,22224,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,22392,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,22560,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,22728,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,22896,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,23064,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,23232,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,23400,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,23568,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,23736,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,23904,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,24072,168,UNRESOLVED_BUDGET,1,0
AP2,beijing,Dingling,24,3,origin_week,24240,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,24408,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,24576,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,24744,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,24912,168,HIGHER_STRUCTURE,1,0
AP2,beijing,Dingling,24,3,origin_week,25080,168,HIGHER_STRUCTURE,1,0
AP2,beijing,Dingling,24,3,origin_week,25248,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,25416,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,25584,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,25752,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,24,3,origin_week,25920,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,26088,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,24,3,origin_week,26256,25,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,annual,17520,8713,HIGHER_STRUCTURE,11,0
AP2,beijing,Dingling,72,3,origin_week,17520,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,17688,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,17856,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,18024,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,18192,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,72,3,origin_week,18360,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,72,3,origin_week,18528,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,72,3,origin_week,18696,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,18864,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,19032,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,72,3,origin_week,19200,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,72,3,origin_week,19368,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,19536,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,19704,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,19872,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,20040,168,STRUCTURALLY_EXACT,1,0
AP2,beijing,Dingling,72,3,origin_week,20208,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,20376,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,20544,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,20712,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,20880,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,21048,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,21216,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,21384,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,21552,168,STRUCTURALLY_EXACT,0,0
AP2,beijing,Dingling,72,3,origin_week,21720,168,STRUCTURALLY_EXACT,0,0
