phase,dataset,series,K,L,scope,origin_start,N,comparison_id,endpoint,pairwise_pattern_feasible,pairwise_pattern_value,pairwise_reported_bound,witness_delta,absolute_pattern_DP_gap,equality_status,independent_conflict
AP2,beijing,Aotizhongxin,24,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K24_origin_week_20376_constant_logistic,lower,True,0.16676789079059906,0.166767890790579,0.16676789079059906,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K24_origin_week_20376_constant_logistic,upper,True,0.17432889244843178,0.1743288924484518,0.17432889244843178,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K24_origin_week_20376_constant_hist_gradient_boosting,lower,True,0.1951704102920409,0.1951704102920209,0.19517041029204094,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K24_origin_week_20376_constant_hist_gradient_boosting,upper,True,0.20160229780250172,0.2016022978025217,0.20160229780250175,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K24_origin_week_20376_logistic_hist_gradient_boosting,lower,True,0.02727340535406995,0.0272734053540499,0.027273405354069954,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K24_origin_week_20376_logistic_hist_gradient_boosting,upper,True,0.02840251950144185,0.0284025195014618,0.02840251950144185,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20544,168,AP2_beijing_Aotizhongxin_K24_origin_week_20544_constant_logistic,lower,True,0.007533878489711651,0.0075338784896916,0.0075338784897116574,6.071532165918825e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20544,168,AP2_beijing_Aotizhongxin_K24_origin_week_20544_constant_logistic,upper,True,0.014277365814912991,0.0142773658149329,0.014277365814912997,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20544,168,AP2_beijing_Aotizhongxin_K24_origin_week_20544_constant_hist_gradient_boosting,lower,True,0.01237510193848806,0.012375101938468,0.012375101938488065,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20544,168,AP2_beijing_Aotizhongxin_K24_origin_week_20544_constant_hist_gradient_boosting,upper,True,0.021607226956846068,0.021607226956866,0.02160722695684608,1.0408340855860843e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20544,168,AP2_beijing_Aotizhongxin_K24_origin_week_20544_logistic_hist_gradient_boosting,lower,True,0.004841223448776406,0.0048412234487564,0.004841223448776407,8.673617379884035e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,20544,168,AP2_beijing_Aotizhongxin_K24_origin_week_20544_logistic_hist_gradient_boosting,upper,True,0.00732986114193308,0.007329861141953,0.00732986114193308,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21048,168,AP2_beijing_Aotizhongxin_K24_origin_week_21048_constant_logistic,lower,True,-0.05730180782562916,-0.0573018078256491,-0.05730180782562915,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21048,168,AP2_beijing_Aotizhongxin_K24_origin_week_21048_constant_logistic,upper,True,-0.002909188453205418,-0.0029091884531854,-0.002909188453205408,9.974659986866641e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21048,168,AP2_beijing_Aotizhongxin_K24_origin_week_21048_constant_hist_gradient_boosting,lower,True,-0.045792473156618885,-0.0457924731566388,-0.045792473156618885,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21048,168,AP2_beijing_Aotizhongxin_K24_origin_week_21048_constant_hist_gradient_boosting,upper,True,-0.0026541605569755248,-0.0026541605569555,-0.0026541605569755174,7.37257477290143e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21048,168,AP2_beijing_Aotizhongxin_K24_origin_week_21048_logistic_hist_gradient_boosting,lower,True,0.0002550278962298922,0.0002550278962098,0.00025502789622989093,1.2468324983583301e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21048,168,AP2_beijing_Aotizhongxin_K24_origin_week_21048_logistic_hist_gradient_boosting,upper,True,0.01150933466901027,0.0115093346690302,0.011509334669010269,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21216,168,AP2_beijing_Aotizhongxin_K24_origin_week_21216_constant_logistic,lower,True,-0.10088360561193108,-0.100883605611951,-0.10088360561193108,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21216,168,AP2_beijing_Aotizhongxin_K24_origin_week_21216_constant_logistic,upper,True,0.02967714982281981,0.0296771498228397,0.029677149822819812,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21216,168,AP2_beijing_Aotizhongxin_K24_origin_week_21216_constant_hist_gradient_boosting,lower,True,-0.08644857664378995,-0.0864485766438099,-0.08644857664378995,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21216,168,AP2_beijing_Aotizhongxin_K24_origin_week_21216_constant_hist_gradient_boosting,upper,True,0.005163506762166213,0.0051635067621862,0.005163506762166217,4.336808689942018e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21216,168,AP2_beijing_Aotizhongxin_K24_origin_week_21216_logistic_hist_gradient_boosting,lower,True,-0.02451364306065359,-0.0245136430606735,-0.024513643060653595,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,21216,168,AP2_beijing_Aotizhongxin_K24_origin_week_21216_logistic_hist_gradient_boosting,upper,True,0.014435028968141136,0.0144350289681611,0.01443502896814113,5.204170427930421e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,23736,168,AP2_beijing_Aotizhongxin_K24_origin_week_23736_constant_logistic,lower,True,-0.011166677405085234,-0.0111666774051052,-0.011166677405085233,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,23736,168,AP2_beijing_Aotizhongxin_K24_origin_week_23736_constant_logistic,upper,True,-0.008848096710850219,-0.0088480967108302,-0.008848096710850217,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,23736,168,AP2_beijing_Aotizhongxin_K24_origin_week_23736_constant_hist_gradient_boosting,lower,True,-0.03505802993194336,-0.0350580299319633,-0.03505802993194335,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,23736,168,AP2_beijing_Aotizhongxin_K24_origin_week_23736_constant_hist_gradient_boosting,upper,True,-0.03287665858406091,-0.0328766585840409,-0.0328766585840609,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,23736,168,AP2_beijing_Aotizhongxin_K24_origin_week_23736_logistic_hist_gradient_boosting,lower,True,-0.02402856187321068,-0.0240285618732306,-0.02402856187321068,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,23736,168,AP2_beijing_Aotizhongxin_K24_origin_week_23736_logistic_hist_gradient_boosting,upper,True,-0.023891352526858117,-0.0238913525268381,-0.023891352526858124,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,24072,168,AP2_beijing_Aotizhongxin_K24_origin_week_24072_constant_logistic,lower,True,0.12244532990162513,0.1224453299016051,0.12244532990162513,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,73;70
AP2,beijing,Aotizhongxin,24,3,origin_week,24072,168,AP2_beijing_Aotizhongxin_K24_origin_week_24072_constant_logistic,upper,True,0.12534919698841315,0.1253491969884331,0.12534919698841318,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,70;73
AP2,beijing,Aotizhongxin,24,3,origin_week,24072,168,AP2_beijing_Aotizhongxin_K24_origin_week_24072_constant_hist_gradient_boosting,lower,True,0.021300218329580817,0.0213002183295608,0.021300218329580824,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,73;70
AP2,beijing,Aotizhongxin,24,3,origin_week,24072,168,AP2_beijing_Aotizhongxin_K24_origin_week_24072_constant_hist_gradient_boosting,upper,True,0.03109128807046954,0.0310912880704895,0.03109128807046955,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,70;73
AP2,beijing,Aotizhongxin,24,3,origin_week,24072,168,AP2_beijing_Aotizhongxin_K24_origin_week_24072_logistic_hist_gradient_boosting,lower,True,-0.10114511157204428,-0.1011451115720643,-0.10114511157204431,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,70;73
AP2,beijing,Aotizhongxin,24,3,origin_week,24072,168,AP2_beijing_Aotizhongxin_K24_origin_week_24072_logistic_hist_gradient_boosting,upper,True,-0.09425790891794361,-0.0942579089179236,-0.09425790891794363,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,73;70
AP2,beijing,Aotizhongxin,24,3,origin_week,24408,168,AP2_beijing_Aotizhongxin_K24_origin_week_24408_constant_logistic,lower,True,0.13440405476652875,0.1344040547665087,0.13440405476652878,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,24408,168,AP2_beijing_Aotizhongxin_K24_origin_week_24408_constant_logistic,upper,True,0.14117419033419223,0.1411741903342122,0.14117419033419226,2.7755575615628914e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,24408,168,AP2_beijing_Aotizhongxin_K24_origin_week_24408_constant_hist_gradient_boosting,lower,True,0.12361095453029693,0.1236109545302769,0.12361095453029693,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,24408,168,AP2_beijing_Aotizhongxin_K24_origin_week_24408_constant_hist_gradient_boosting,upper,True,0.1334050103558219,0.1334050103558419,0.1334050103558219,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,24408,168,AP2_beijing_Aotizhongxin_K24_origin_week_24408_logistic_hist_gradient_boosting,lower,True,-0.010793100236231834,-0.0107931002362518,-0.010793100236231836,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,24408,168,AP2_beijing_Aotizhongxin_K24_origin_week_24408_logistic_hist_gradient_boosting,upper,True,-0.0077691799783703615,-0.0077691799783503,-0.007769179978370364,2.6020852139652106e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,25416,168,AP2_beijing_Aotizhongxin_K24_origin_week_25416_constant_logistic,lower,True,0.04148495937237088,0.0414849593723508,0.04148495937237088,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,25416,168,AP2_beijing_Aotizhongxin_K24_origin_week_25416_constant_logistic,upper,True,0.06484419103361524,0.0648441910336352,0.06484419103361526,1.3877787807814457e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,25416,168,AP2_beijing_Aotizhongxin_K24_origin_week_25416_constant_hist_gradient_boosting,lower,True,0.053763626753180305,0.0537636267531602,0.0537636267531803,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,25416,168,AP2_beijing_Aotizhongxin_K24_origin_week_25416_constant_hist_gradient_boosting,upper,True,0.08877643115849099,0.0887764311585109,0.08877643115849099,0.0,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,24,3,origin_week,25416,168,AP2_beijing_Aotizhongxin_K24_origin_week_25416_logistic_hist_gradient_boosting,lower,True,0.01227866738080942,0.0122786673807894,0.012278667380809419,1.734723475976807e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,38;47
AP2,beijing,Aotizhongxin,24,3,origin_week,25416,168,AP2_beijing_Aotizhongxin_K24_origin_week_25416_logistic_hist_gradient_boosting,upper,True,0.023932240124875735,0.0239322401248957,0.023932240124875732,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,47;38
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,AP2_beijing_Aotizhongxin_K72_annual_17520_constant_logistic,lower,True,0.008949451868623596,0.0089494518686035,0.008949451868623648,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,2451;2445
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,AP2_beijing_Aotizhongxin_K72_annual_17520_constant_logistic,upper,True,0.009690221873445646,0.0096902218734656,0.009690221873445698,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,2445;2451
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,AP2_beijing_Aotizhongxin_K72_annual_17520_constant_hist_gradient_boosting,lower,True,0.007032146062714937,0.0070321460626949,0.007032146062714989,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,2450;2445
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,AP2_beijing_Aotizhongxin_K72_annual_17520_constant_hist_gradient_boosting,upper,True,0.008064728556059192,0.0080647285560791,0.008064728556059244,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,2445;2450
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,AP2_beijing_Aotizhongxin_K72_annual_17520_logistic_hist_gradient_boosting,lower,True,-0.002308519523306865,-0.0023085195233268,-0.002308519523306864,8.673617379884035e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,2445;2449
AP2,beijing,Aotizhongxin,72,3,annual,17520,8713,AP2_beijing_Aotizhongxin_K72_annual_17520_logistic_hist_gradient_boosting,upper,True,-0.0012350143118127165,-0.0012350143117927,-0.0012350143118127163,2.168404344971009e-19,REALIZABLE_LP_OPTIMUM_NUMERIC,2449;2445
AP2,beijing,Aotizhongxin,72,3,origin_week,18360,168,AP2_beijing_Aotizhongxin_K72_origin_week_18360_constant_logistic,lower,True,8.312706973620918e-07,8.312706773620918e-07,8.312706974125937e-07,5.05019042603143e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,18360,168,AP2_beijing_Aotizhongxin_K72_origin_week_18360_constant_logistic,upper,True,0.0024947812169773455,0.0024947812169973,0.0024947812169773963,5.074066167232161e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,18360,168,AP2_beijing_Aotizhongxin_K72_origin_week_18360_constant_hist_gradient_boosting,lower,True,-0.00199025299777782,-0.0019902529977978,-0.0019902529977777654,5.4643789493269423e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,18360,168,AP2_beijing_Aotizhongxin_K72_origin_week_18360_constant_hist_gradient_boosting,upper,True,0.0001866747848086312,0.0001866747848286,0.0001866747848086859,5.46979996018937e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,18360,168,AP2_beijing_Aotizhongxin_K72_origin_week_18360_logistic_hist_gradient_boosting,lower,True,-0.0023081064321687143,-0.0023081064321887,-0.0023081064321687104,3.903127820947816e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,18360,168,AP2_beijing_Aotizhongxin_K72_origin_week_18360_logistic_hist_gradient_boosting,upper,True,-0.001991084268475182,-0.0019910842684551,-0.001991084268475178,3.903127820947816e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,19872,168,AP2_beijing_Aotizhongxin_K72_origin_week_19872_constant_logistic,lower,True,-0.010316396002153692,-0.0103163960021736,-0.010316396002153642,5.0306980803327406e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,99;93
AP2,beijing,Aotizhongxin,72,3,origin_week,19872,168,AP2_beijing_Aotizhongxin_K72_origin_week_19872_constant_logistic,upper,True,-0.00266497529470154,-0.0026649752946815,-0.0026649752947014893,5.074066167232161e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,93;99
AP2,beijing,Aotizhongxin,72,3,origin_week,19872,168,AP2_beijing_Aotizhongxin_K72_origin_week_19872_constant_hist_gradient_boosting,lower,True,-0.0206838912983207,-0.0206838912983407,-0.02068389129832065,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,98;93
AP2,beijing,Aotizhongxin,72,3,origin_week,19872,168,AP2_beijing_Aotizhongxin_K72_origin_week_19872_constant_hist_gradient_boosting,upper,True,0.011841306766837801,0.0118413067668578,0.011841306766837855,5.377642775528102e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,93;98
AP2,beijing,Aotizhongxin,72,3,origin_week,19872,168,AP2_beijing_Aotizhongxin_K72_origin_week_19872_logistic_hist_gradient_boosting,lower,True,-0.018018916003619163,-0.0180189160036391,-0.01801891600361916,3.469446951953614e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,93;97
AP2,beijing,Aotizhongxin,72,3,origin_week,19872,168,AP2_beijing_Aotizhongxin_K72_origin_week_19872_logistic_hist_gradient_boosting,upper,True,0.02215770276899149,0.0221577027690114,0.022157702768991497,6.938893903907228e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,97;93
AP2,beijing,Aotizhongxin,72,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K72_origin_week_20376_constant_logistic,lower,True,0.02742044387383622,0.0274204438738162,0.027420443873836273,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K72_origin_week_20376_constant_logistic,upper,True,0.029098871471010063,0.02909887147103,0.029098871471010115,5.204170427930421e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K72_origin_week_20376_constant_hist_gradient_boosting,lower,True,0.024842457203387132,0.0248424572033671,0.024842457203387198,6.591949208711867e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K72_origin_week_20376_constant_hist_gradient_boosting,upper,True,0.02643004729482417,0.0264300472948441,0.026430047294824233,6.245004513516506e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K72_origin_week_20376_logistic_hist_gradient_boosting,lower,True,-0.0026688241761858933,-0.0026688241762058,-0.002668824176185884,9.540979117872439e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,20376,168,AP2_beijing_Aotizhongxin_K72_origin_week_20376_logistic_hist_gradient_boosting,upper,True,-0.002577986670449087,-0.002577986670429,-0.0025779866704490773,9.540979117872439e-18,REALIZABLE_LP_OPTIMUM_NUMERIC,
AP2,beijing,Aotizhongxin,72,3,origin_week,21048,168,AP2_beijing_Aotizhongxin_K72_origin_week_21048_constant_logistic,lower,True,-0.014459068435163758,-0.0144590684351837,-0.014459068435163704,5.377642775528102e-17,REALIZABLE_LP_OPTIMUM_NUMERIC,
