model,seed,epoch,lr,training_mse,optimizer_steps,selection_rmse,harm,benefit,correction_l1,objective,log_scope
PRODUCT_MSE,20260915,10,0.0008868298366769955,0.005923556988249309,590,0.08051573323363473,0.006125538100899441,0.0076094471764526165,0.01502951050801191,0.005923556988249309,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,11,0.0008617259590793198,0.005899896004131692,649,,0.006156192082964308,0.007730505960545398,0.01520821991005828,0.005899896004131692,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,12,0.0008346004190179199,0.005885421449558994,708,,0.006284696199432875,0.00788208061087708,0.015547822451782628,0.005885421449558994,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,13,0.0008056291360290202,0.00586554817049681,767,,0.006269593354447557,0.007950489715935531,0.01561511269743114,0.00586554817049681,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,14,0.0007750000000000001,0.005849794062923821,826,,0.006327377881262499,0.008069167242541248,0.015828893608918152,0.005849794062923821,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,15,0.0007429116526313744,0.005836958305515123,885,,0.006387842444315608,0.008174616829312382,0.01602688267364659,0.005836958305515123,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,16,0.0007095721991691411,0.005823164037554442,944,,0.006384732970761444,0.008220907994845612,0.01608324655637473,0.005823164037554442,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,17,0.0006751978587624037,0.005812522823956744,1003,,0.0064602371090508905,0.008342771286546145,0.016327219827385945,0.005812522823956744,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,18,0.00064001156219922,0.005804336519982247,1062,,0.006507435162153888,0.008383568841848026,0.016430202152513528,0.005804336519982247,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,19,0.0006042415061148954,0.005791689403302544,1121,,0.00648103863253707,0.008427252918512755,0.016460172753207363,0.005791689403302544,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,20,0.0005681196730492369,0.005777730692329558,1180,0.08039061851800801,0.006507319629357818,0.008501629070817633,0.016580146514513325,0.005777730692329558,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,21,0.0005318803269507632,0.005769982343155314,1239,,0.006520834215280734,0.008554349393920564,0.016667570364412156,0.005769982343155314,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,22,0.0004957584938851046,0.005762930249531655,1298,,0.006512994346053843,0.008571712524008087,0.016680285773240416,0.005762930249531655,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,23,0.00045998843780078015,0.00575777899319265,1357,,0.006557698140648415,0.008616170338673951,0.016788557065707265,0.00575777899319265,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,24,0.0004248021412375964,0.005751050360703391,1416,,0.0065630319385239205,0.008658993120675218,0.016843123719275568,0.005751050360703391,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,25,0.00039042780083085903,0.005743452401374784,1475,,0.006598981076997622,0.008722936076283355,0.016970619909270467,0.005743452401374784,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,26,0.00035708834736862554,0.005734733900495241,1534,,0.006555012007684271,0.008723549009059143,0.016915814783246302,0.005734733900495241,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,27,0.0003249999999999999,0.005732364952046194,1593,,0.006572214171140396,0.008748378581624522,0.01696872853967425,0.005732364952046194,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,28,0.00029437086397097995,0.005725120742967288,1652,,0.006544677758919545,0.008759188268282642,0.016951891303080995,0.005725120742967288,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,29,0.0002653995809820803,0.00572043997240622,1711,,0.006595752407568972,0.008801975831630667,0.01706306122246497,0.00572043997240622,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,30,0.00023827404092068027,0.005716263811375007,1770,,0.0066001076101731,0.008847749248988256,0.01712869746750472,0.005716263811375007,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,31,0.0002131701633230046,0.005712331309814073,1829,,0.00655253119708722,0.0088161148334246,0.017030482398722617,0.005712331309814073,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,32,0.00019025075646842457,0.005707865409079851,1888,,0.006572044265258171,0.008843419565442268,0.01708875282436003,0.005707865409079851,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,33,0.00016966446150529243,0.0057060337466628116,1947,,0.006598105781954037,0.008871729093893355,0.01715420695661187,0.0057060337466628116,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,34,0.00015154478845605558,0.005703467190251738,2006,,0.006589841993681038,0.00887962134790809,0.01715703002823963,0.005703467190251738,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,35,0.00013600925035352912,0.0057009563375389665,2065,,0.0065829162124502625,0.008888535826931285,0.017159307875503096,0.0057009563375389665,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,36,0.00012315860112378454,0.00569950709439545,2124,,0.006581738379514467,0.008884655288615852,0.017150612973100467,0.00569950709439545,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,37,0.0001130761821582766,0.00569758673035762,2183,,0.006609050474315572,0.008917621587858922,0.017222408240126743,0.00569758673035762,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,38,0.00010582738181293922,0.005696774971740604,2242,,0.006597966846525545,0.008915417918501652,0.017214856223787395,0.005696774971740604,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,39,0.00010145921133960553,0.005693976251789646,2301,,0.006576762420414097,0.008908428617468163,0.017176976914275183,0.005693976251789646,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260915,40,0.0001,0.005693102462975723,2360,0.08012216995742036,0.006618949838080078,0.008946557404135535,0.0172735643281376,0.005693102462975723,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,0,0.0,0.006343893644747128,0,0.0814268562489681,0.0,0.0,0.0,0.006343893644747128,epoch0 fixed parameters
PRODUCT_MSE,20260916,1,0.001,0.006332889715756258,59,,0.002793137547445989,0.002770274174192842,0.0057678730437132324,0.006332889715756258,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,2,0.0009985407886603944,0.0062369783438708136,118,,0.0037235594202790234,0.004114275427319453,0.008237117379919258,0.0062369783438708136,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,3,0.0009941726181870608,0.006158742714725858,177,,0.004595975382953276,0.005259998576516875,0.010488698298506665,0.006158742714725858,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,4,0.0009869238178417234,0.006099041827624581,236,,0.005008444536536091,0.005882575536690322,0.011675843543726016,0.006099041827624581,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,5,0.0009768413988762155,0.006055777578519161,295,0.08122931800204382,0.005366919574166554,0.006353042585223963,0.012635550908620622,0.006055777578519161,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,6,0.000963990749646471,0.006022626187918332,354,,0.005619046020094613,0.006706554918921479,0.013354265007328423,0.006022626187918332,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,7,0.0009484552115439444,0.005988783415093022,413,,0.00572961113385117,0.0069332771610210375,0.013734990714752685,0.005988783415093022,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,8,0.0009303355384947077,0.005965928962727141,472,,0.005867362210272679,0.007162877970903605,0.014180294894959334,0.005965928962727141,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,9,0.0009097492435315756,0.005942378215075789,531,,0.006022918588567282,0.0073732493084578184,0.014610285732683278,0.005942378215075789,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,10,0.0008868298366769955,0.005923279384054451,590,0.08099056262904986,0.006113252292030354,0.007513555189522719,0.014893891580801824,0.005923279384054451,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,11,0.0008617259590793198,0.005901960639353422,649,,0.006108734270742556,0.007624448876156815,0.015019024293614578,0.005901960639353422,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,12,0.0008346004190179199,0.00588354940003889,708,,0.006233067706330911,0.007800627794378078,0.015381510381696257,0.00588354940003889,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,13,0.0008056291360290202,0.005868005115382649,767,,0.006302223368039476,0.007918566387408054,0.015603152819181959,0.005868005115382649,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,14,0.0007750000000000001,0.00585839616040432,826,,0.006383248580493661,0.008002438991658789,0.01580905130846699,0.00585839616040432,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,15,0.0007429116526313744,0.005838461882288264,885,,0.006317104105565089,0.008057468370107285,0.015788846055301654,0.005838461882288264,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,16,0.0007095721991691411,0.005829394721090113,944,,0.006431629529587025,0.00818803393332641,0.016092957628835974,0.005829394721090113,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,17,0.0006751978587624037,0.00581766518572057,1003,,0.006432581334152549,0.008234493756158786,0.016146821784324892,0.00581766518572057,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,18,0.00064001156219922,0.005807490297977845,1062,,0.006470271348960979,0.008325322368203505,0.016306366934450697,0.005807490297977845,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,19,0.0006042415061148954,0.0057974645721035264,1121,,0.006503895381384368,0.008373435884667735,0.016403460566676617,0.0057974645721035264,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,20,0.0005681196730492369,0.005785962822052603,1180,0.08083930061646638,0.006477077612456208,0.008406049234784085,0.016412322940471114,0.005785962822052603,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,21,0.0005318803269507632,0.005779506904457728,1239,,0.006493673727833331,0.008456360381429079,0.016491063297623766,0.005779506904457728,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,22,0.0004957584938851046,0.005777589303691477,1298,,0.006622624403270152,0.008547037751960923,0.01676243131006838,0.005777589303691477,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,23,0.00045998843780078015,0.005767468189601831,1357,,0.006516076244975198,0.008509270836266307,0.016586645928877625,0.005767468189601831,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,24,0.0004248021412375964,0.005760095175262888,1416,,0.006491103514475341,0.008535757329053605,0.01659335581747364,0.005760095175262888,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,25,0.00039042780083085903,0.005753189284948268,1475,,0.00660860816931492,0.00866189483655234,0.016895191660989812,0.005753189284948268,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,26,0.00035708834736862554,0.005746163747154699,1534,,0.006526016512751926,0.008621514033404016,0.016733708383384806,0.005746163747154699,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,27,0.0003249999999999999,0.005741001259606686,1593,,0.006557930109070613,0.008670382233079092,0.01683547479296532,0.005741001259606686,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,28,0.00029437086397097995,0.005738930171421327,1652,,0.00654173734482268,0.008667602490783728,0.01681569815365518,0.005738930171421327,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,29,0.0002653995809820803,0.005734191430487503,1711,,0.00659555455064343,0.00872589708268395,0.016949339433112744,0.005734191430487503,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,30,0.00023827404092068027,0.005731927268825636,1770,,0.006610748155120623,0.008740791349137111,0.016986154302113428,0.005731927268825636,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,31,0.0002131701633230046,0.005726883203145341,1829,,0.00656251117138632,0.008733253867677407,0.016922040762106825,0.005726883203145341,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,32,0.00019025075646842457,0.005723258915062315,1888,,0.006544788204421142,0.008733852397079857,0.0168971373134317,0.005723258915062315,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,33,0.00016966446150529243,0.00572057988656234,1947,,0.00659164296135294,0.008781338147061304,0.017016752860410277,0.00572057988656234,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,34,0.00015154478845605558,0.005718229367413576,2006,,0.006564649310358868,0.008777815403425258,0.01697807354271882,0.005718229367413576,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,35,0.00013600925035352912,0.0057157535590587095,2065,,0.0065861803360651415,0.008798362733606804,0.01703135008588526,0.0057157535590587095,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,36,0.00012315860112378454,0.005712751776185667,2124,,0.006559159616576705,0.00879187574174801,0.016988453613853198,0.005712751776185667,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,37,0.0001130761821582766,0.005712007749415919,2183,,0.0065602056894740555,0.008793405241407563,0.016991565991649245,0.005712007749415919,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,38,0.00010582738181293922,0.005710651133489366,2242,,0.00657967827891743,0.008816728687239365,0.01704594443179899,0.005710651133489366,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,39,0.00010145921133960553,0.005709543065459848,2301,,0.00657769238560829,0.008816910651943505,0.017041691248597026,0.005709543065459848,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260916,40,0.0001,0.005708381509243662,2360,0.08087867170574939,0.006579705204771373,0.008826734510297942,0.0170560951452376,0.005708381509243662,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,0,0.0,0.006343893644747128,0,0.0814268562489681,0.0,0.0,0.0,0.006343893644747128,epoch0 fixed parameters
PRODUCT_MSE,20260917,1,0.001,0.006330127503572905,59,,0.0025872486384779575,0.002639451405159501,0.005407625252845662,0.006330127503572905,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,2,0.0009985407886603944,0.006237451305961636,118,,0.003759307856016223,0.004213548378215545,0.008376324253443639,0.006237451305961636,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,3,0.0009941726181870608,0.006165991238994549,177,,0.004485886369562399,0.005204314496043425,0.010297055606660308,0.006165991238994549,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,4,0.0009869238178417234,0.006107417177671823,236,,0.0049508339348266536,0.005872087480354205,0.011593319201225707,0.006107417177671823,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,5,0.0009768413988762155,0.006067227052881132,295,0.08112207092294296,0.005165920433920416,0.006209166151239088,0.012232447371780624,0.006067227052881132,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,6,0.000963990749646471,0.0060314103183999575,354,,0.005454534877063811,0.006608351588662097,0.01303585431016224,0.0060314103183999575,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,7,0.0009484552115439444,0.006005893874992321,413,,0.005657820605289,0.0068508848089194364,0.013563356053605273,0.006005893874992321,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,8,0.0009303355384947077,0.0059802799052785,472,,0.00576604052911864,0.007041774192997384,0.013909285088182238,0.0059802799052785,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,9,0.0009097492435315756,0.005957750921845498,531,,0.0059088080996185875,0.007232131128438705,0.01431474757884525,0.005957750921845498,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,10,0.0008868298366769955,0.0059336420327607475,590,0.08074303356023652,0.0059714474184488844,0.007392553311968651,0.014578658820169751,0.0059336420327607475,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,11,0.0008617259590793198,0.0059150033462336445,649,,0.006046605847757379,0.007497437915313585,0.014794809726828879,0.0059150033462336445,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,12,0.0008346004190179199,0.0058991430502503975,708,,0.0062135357547191085,0.0077147894393190305,0.015251397813019688,0.0058991430502503975,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,13,0.0008056291360290202,0.00588263117848602,767,,0.006164593761404083,0.007738936367437349,0.015224251288343833,0.00588263117848602,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,14,0.0007750000000000001,0.005874111570407056,826,,0.006347187554510909,0.0078916780264169,0.01563195899609846,0.005874111570407056,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,15,0.0007429116526313744,0.005858155187063194,885,,0.006296825187297011,0.007924940291901949,0.015610026221856902,0.005858155187063194,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,16,0.0007095721991691411,0.005843225960716784,944,,0.006330249309586187,0.008025791421965625,0.015772087491736368,0.005843225960716784,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,17,0.0006751978587624037,0.005832524616077956,1003,,0.006376299520528455,0.008089859418991617,0.01590514518948401,0.005832524616077956,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,18,0.00064001156219922,0.005826498461131821,1062,,0.006475123374240806,0.008191668851453395,0.016142360830935464,0.005826498461131821,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,19,0.0006042415061148954,0.005811945674736045,1121,,0.006387018258298715,0.008184348864951733,0.016033577648880276,0.005811945674736045,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,20,0.0005681196730492369,0.0058013185541868064,1180,0.08055425372874671,0.006436516355673658,0.008261773142594056,0.016182922026696866,0.0058013185541868064,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,21,0.0005318803269507632,0.00579701602162044,1239,,0.006455358887851337,0.008287666270446734,0.016240684927412957,0.00579701602162044,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,22,0.0004957584938851046,0.00578821725162166,1298,,0.006476848117014391,0.008360541362521089,0.01635747403769312,0.00578821725162166,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,23,0.00045998843780078015,0.005781212253198368,1357,,0.006466551808560721,0.008360305480402305,0.016343022200942733,0.005781212253198368,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,24,0.0004248021412375964,0.0057748787799960675,1416,,0.006492050748400393,0.008418194969946688,0.016444247678639782,0.0057748787799960675,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,25,0.00039042780083085903,0.005767049757263481,1475,,0.0065018921454571225,0.008465949221641357,0.016515930868985246,0.005767049757263481,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,26,0.00035708834736862554,0.005763606819636956,1534,,0.00653623671112787,0.008493750497479195,0.016588539168387095,0.005763606819636956,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,27,0.0003249999999999999,0.005757938650660542,1593,,0.006507559870808525,0.008498974679298497,0.01656148072398639,0.005757938650660542,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,28,0.00029437086397097995,0.005753963593580679,1652,,0.006523645700103591,0.008519038028408874,0.01660716845354335,0.005753963593580679,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,29,0.0002653995809820803,0.00574793067947494,1711,,0.00651310487527009,0.008535727944863737,0.016613621605802195,0.00574793067947494,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,30,0.00023827404092068027,0.005746050329508562,1770,,0.006531039534864237,0.008568447254050713,0.01668126411398895,0.005746050329508562,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,31,0.0002131701633230046,0.005744526659263373,1829,,0.006560419730945723,0.008590985751912252,0.016738482502645948,0.005744526659263373,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,32,0.00019025075646842457,0.005738945002120565,1888,,0.006557629110284641,0.008612221749294541,0.016762373832040132,0.005738945002120565,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,33,0.00016966446150529243,0.005735584913372944,1947,,0.006537666386028156,0.00861176240753155,0.01673919081950816,0.005735584913372944,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,34,0.00015154478845605558,0.005732479960355721,2006,,0.006478845193447068,0.008572815570573607,0.016613467510228287,0.005732479960355721,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,35,0.00013600925035352912,0.005730080761652534,2065,,0.006542224764735769,0.008643648300309085,0.01678629516995438,0.005730080761652534,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,36,0.00012315860112378454,0.005728400730929616,2124,,0.006529028594274277,0.008631448292754506,0.016749508730006347,0.005728400730929616,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,37,0.0001130761821582766,0.005727439917780183,2183,,0.006564922975148154,0.008671083509498313,0.01684490655101573,0.005727439917780183,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,38,0.00010582738181293922,0.005726271195320939,2242,,0.00654279299306147,0.008649381169467087,0.016788027941432172,0.005726271195320939,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,39,0.00010145921133960553,0.005723797082815949,2301,,0.006537581840765865,0.008662062629519187,0.016799514515796306,0.005723797082815949,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_MSE,20260917,40,0.0001,0.005723458971811212,2360,0.08027169732528452,0.006565787290698849,0.008683308262877467,0.01685991118979459,0.005723458971811212,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,0,0.0,0.006343893644747128,0,0.0814268562489681,0.0,0.0,0.0,0.006343893644747128,epoch0 fixed parameters
PRODUCT_POSREG,20260915,1,0.001,0.006338044551373975,59,,0.0014167820496930003,0.0014434560336058146,0.002932148293857631,0.006394466895056481,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,2,0.0009985407886603944,0.006281669487803247,118,,0.0015314663147059724,0.001859489613958399,0.003462637314644838,0.006342658992221168,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,3,0.0009941726181870608,0.006207646734273349,177,,0.002279778733561894,0.002977368173148095,0.0054295014805825804,0.006298437284243063,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,4,0.0009869238178417234,0.006140900779215502,236,,0.0028922931129099693,0.0038904557345282704,0.007079323961907103,0.006256084276735164,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,5,0.0009768413988762155,0.006100407268422095,295,0.08065508359615872,0.0032275011730115532,0.004389688647949458,0.007995195026842327,0.0062289402051761145,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,6,0.000963990749646471,0.006058013538504077,354,,0.0035048381547915608,0.004838197086788884,0.00880068140173228,0.006197591229960873,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,7,0.0009484552115439444,0.006026999448291144,413,,0.0036918081032810443,0.005134658360372086,0.009344968942468371,0.0061740230621082645,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,8,0.0009303355384947077,0.005995241363141214,472,,0.0038108002164564648,0.005367758685623204,0.009739004642856893,0.006147003743825376,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,9,0.0009097492435315756,0.005967732127237835,531,,0.003978738020788515,0.005624892855795304,0.010221221766694792,0.006126182511690099,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,10,0.0008868298366769955,0.005944682564895682,590,0.08037525690928715,0.004095528844083652,0.00583342948473059,0.010592730372878167,0.006107784024798905,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,11,0.0008617259590793198,0.005924469919874491,649,,0.004195575085721814,0.005996353864289384,0.010898317467574387,0.006091555663175346,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,12,0.0008346004190179199,0.005904021765193958,708,,0.004322051951934647,0.006177885952073541,0.011253959090491828,0.006076144358686772,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,13,0.0008056291360290202,0.0058845164274101735,767,,0.004265270099722718,0.0062069810227320475,0.011226549496995607,0.00605437774416067,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,14,0.0007750000000000001,0.005869104664327384,826,,0.004393937460847753,0.00639192096118136,0.011587378090520453,0.00604409008233929,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,15,0.0007429116526313744,0.00585523511263383,885,,0.00439980695391404,0.006451198048433447,0.011664717034813699,0.006030454280457218,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,16,0.0007095721991691411,0.005842782252538916,944,,0.0044608482983830855,0.0065510756280327325,0.011855130369959405,0.0060204323307422,during-traversal weighted batch means; not frozen FIT objective
PRODUCT_POSREG,20260915,17,0.0006751978587624037,0.005828467758133506,1003,,0.004528053687825867,0.006680210236995027,0.012085862452107849,0.006008794250569065,during-traversal weighted batch means; not frozen FIT objective
